"code","iso","country","FTD.ind.1995","FTD.ind.1996","FTD.ind.1997","FTD.ind.1998","FTD.ind.1999","FTD.ind.2000","FTD.ind.2001","FTD.ind.2002","FTD.ind.2003","FTD.ind.2004","FTD.ind.2005","FTD.ind.2006","FTD.ind.2007","FTD.ind.2008","FTD.ind.2009","FTD.ind.2010","FTD.ind.2011","FTD.ind.2012","FTD.ind.2013","FTD.ind.2014","FTD.ind.2015","FTD.ind.2016","FTD.ind.2017","FTD.ind.2018","FTD.ind.2019","FTD.ind.2020","FTD.ind.2021","FTD.ind.2022"
512,"OMN","Oman",10.9392798764141,9.679547577533,8.82326911134319,12.7361454986953,13.3929131083987,14.7325379305055,23.5233029060905,10.3904876002239,12.3791257909189,12.0139440286101,13.1893173148549,14.8147173398549,15.0536725522411,13.9500160702479,11.397013073656,14.0123157702465,21.0509198595688,21.0509198595688,21.0509198595688,21.0509198595688,21.0509198595688,21.0509198595688,21.0509198595688,21.0509198595688,21.0509198595688,21.0509198595688,21.0509198595688,21.0509198595688
586,"PAK","Pakistan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
585,"PLW","Palau",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
591,"PAN","Panama",27.8828269575047,27.3702105332363,32.3974601009326,34.7950971503248,30.7000180172262,28.8231481574735,34.1684080436472,37.6348531695517,34.7468309567527,33.9537491551383,26.6015682043613,21.0083913407074,26.1054309909112,30.3307562253342,29.941371118732,35.0587968068889,34.3581744577153,34.03209867557,36.7914857155968,33.7290381200256,33.6379571577412,33.5302345954622,33.3112325274465,35.6808104993442,35.6808104993442,35.6808104993442,35.6808104993442,35.6808104993442
598,"PNG","Papua New Guinea",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
600,"PRY","Paraguay",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
604,"PER","Peru",22.9516393156964,22.4445103836051,22.5324769001522,16.6573561771618,20.259220690379,27.0850954873753,24.0984128652825,30.9356536078697,36.8498219627641,33.3340859205405,33.9977053077358,32.5846853857919,32.7639100036032,32.9448840301681,30.3761711584597,27.1565207258456,30.708865704859,28.2215321564693,28.266622829429,22.7024023619818,24.6826325397667,22.8282703256807,23.2634961056326,26.6229546622276,26.6229546622276,26.6229546622276,26.6229546622276,26.6229546622276
608,"PHL","Philippines",12.1028648128196,12.1141251734973,12.9165870786462,12.8904893490257,13.143855911755,13.3879092072893,13.7795155122963,13.0595391335962,13.2172948342606,13.5436454637799,13.5069427999966,13.7753064228058,13.7177375445221,13.7452411443549,13.6332865409014,13.6074295008146,18.2021366821924,18.6109315656829,18.7473528142023,19.1079968351424,19.1581397341586,19.0844880861587,19.4552406520376,20.5742353790527,20.5742353790527,20.5742353790527,20.5742353790527,20.5742353790527
616,"POL","Poland",8.96751137496403,11.158444568857,10.2302326340792,8.1982709724421,8.06077133842322,7.97395192421132,8.28089938396003,8.34378320667899,6.33336799827424,6.58715125197097,6.31952240394597,5.6573546427356,5.2969382787507,5.80374373056621,7.14103686984272,5.76266304716199,6.02499437930584,6.69750124597033,6.09053497995745,6.05661671501271,5.80872121839597,6.10448260292581,6.62713864841352,5.60857517803467,5.60857517803467,5.60857517803467,5.60857517803467,5.60857517803467
620,"PRT","Portugal",6.44078370225817,6.10872314331722,5.43928101709983,5.59550639553831,5.33284320060696,5.18109946204018,4.94844388621709,4.90503094455538,5.39450133063774,5.6662367988307,6.16478304550297,6.34429563670955,8.03502606162428,8.57787032345003,8.62917221505536,8.58959453269337,7.73457906479007,8.21424794824512,7.46186247252872,6.88848331962129,7.64922888404568,6.83243182026466,6.43450122885852,6.56988875600132,6.56988875600132,6.56988875600132,6.56988875600132,6.56988875600132
634,"QAT","Qatar",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
178,"COG","Republic of Congo",15.6744595919237,14.9431126333742,14.315736018479,13.7675248231955,13.2813897832249,8.37226776702933,9.74358392041641,10.8458908732235,10.1977656419762,10.6902520194093,11.8372004664187,15.1037004151809,17.0712564238445,12.3083541670433,18.2568994776988,19.322141997119,18.9628220452509,19.3743245488019,18.9843278424765,18.9155521614831,18.6956500908372,20.0767807379332,18.4827512948781,20.9710346991543,20.9710346991543,20.9710346991543,20.9710346991543,20.9710346991543
642,"ROU","Romania",32.2656174307189,32.2656174307189,32.2656174307189,32.2656174307189,32.2656174307189,32.2656174307189,32.2656174307189,32.2656174307189,32.2656174307189,32.2656174307189,32.2656174307189,32.2656174307189,32.2656174307189,32.2656174307189,32.2656174307189,32.2656174307189,32.2656174307189,22.918498199198,22.918498199198,22.918498199198,22.918498199198,22.918498199198,22.918498199198,22.918498199198,22.918498199198,22.918498199198,22.918498199198,22.918498199198
643,"RUS","Russia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
646,"RWA","Rwanda",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
652,"BLM","Saint Barthelemy",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
659,"KNA","Saint Kitts and Nevis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,"LCA","Saint Lucia",39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029,39.0755802558029
670,"VCT","Saint Vincent and the Grenadines",5.79435695646652,7.638179539006,12.5642060974243,27.3156608756405,14.6645351824578,15.1999555089998,15.7353758355417,16.9954055460351,18.2554352565285,19.5154649670219,20.7754946775153,22.0355243880087,23.295554098502,24.5555838089954,25.8156135194888,27.0756432299822,28.3356729404756,29.595702650969,30.8557323614624,32.1157620719557,33.3757917824491,34.6358214929425,35.8958512034359,37.1558809139293,37.1558809139293,37.1558809139293,37.1558809139293,37.1558809139293
882,"WSM","Samoa",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
674,"SMR","San Marino",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
678,"STP","Sao Tome and Principe",3.27797306670115,4.33948337337719,5.90830404465352,4.7546040184027,4.6902235946032,3.50782389639836,7.46909976322445,6.34971384210708,6.77512760699136,7.17852311496119,22.0370888254284,22.4320544614609,21.8762487013672,22.8846281774568,13.4353695883324,23.1067872695221,22.5331185096996,22.6839393286,22.8951100749046,23.5650406565986,24.6588883749669,23.6954493959219,23.2080822736463,23.90135309751,23.90135309751,23.90135309751,23.90135309751,23.90135309751
682,"SAU","Saudi Arabia",6.37307904595438,6.43639717542354,6.18738368709894,7.09300178175401,9.32792890930446,10.0833254903526,11.1806588801717,10.8490662999443,10.9796116974897,11.8163541244734,11.2063232198668,11.7748990965172,11.0657877062792,11.2217840219377,11.1106772136361,10.9392383205881,11.0033310068195,11.0359783201423,11.3332608596546,11.1926071453263,11.1698512335679,11.1675101715134,11.960028921888,11.9773075826721,11.9773075826721,11.9773075826721,11.9773075826721,11.9773075826721
686,"SEN","Senegal",6.46521950698343,7.66830076441823,7.3622477279486,7.28792467991829,7.23778446263054,6.73466841940771,7.32508662222006,7.62700402203534,8.25561792001882,9.18835092274522,9.81592797068753,8.78686990635099,8.82462810221973,9.93794533721056,10.2949036066679,9.89580432138924,11.2940426163767,15.9419229437773,11.2690553366277,11.3678618457148,11.8654388869268,13.7096727026057,14.1788729405804,15.2861942809741,15.2861942809741,15.2861942809741,15.2861942809741,15.2861942809741
688,"SRB","Serbia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
690,"SYC","Seychelles",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
694,"SLE","Sierra Leone",8.357897588781,9.53778920523975,7.7173036958973,6.46657018919227,5.79568955795887,6.72388981989975,8.36190865520007,9.25827676376751,11.3365069210642,12.4057762937221,13.1310572224355,13.0431575539019,12.2588513477138,11.4843394909845,10.3885555730146,9.97677958271071,10.5016236601067,10.7282992855588,10.9227520006778,10.9661939691346,11.2153345216135,10.2882651708645,10.2277610658772,12.1887933274673,12.1887933274673,12.1887933274673,12.1887933274673,12.1887933274673
702,"SGP","Singapore",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
534,"SXM","Sint Maarten",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
703,"SVK","Slovakia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
705,"SVN","Slovenia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
90,"SLB","Solomon Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
706,"SOM","Somalia",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
710,"ZAF","South Africa",7.57843247136957,6.01090304359107,7.24716829448255,7.53024955622281,7.84732032734514,8.60070753203397,9.10060372834424,9.05250790087916,9.74687058234505,9.79100446278407,9.83645849137343,8.83482686305076,9.03807397277374,9.20900668306076,9.24197348941496,10.0757969033375,8.52326159495495,9.9631604413495,7.2248284708264,8.55878798979609,8.44961688841792,8.6762504725157,8.29704650030735,8.79037050041406,8.79037050041406,8.79037050041406,8.79037050041406,8.79037050041406
410,"KOR","South Korea",6.33832754535347,5.66806581908168,6.5500905996027,6.43871534823566,6.88270249872774,6.87986423819602,7.05895305153659,6.49491801385304,6.40028137906081,5.76788347726348,5.91741254880638,6.15270234817648,6.6745539037012,6.29033997436404,6.15118039743507,6.32071009753251,5.70634247306486,6.24080783885577,6.19835531519583,6.5136415685736,6.90133788716334,6.72711668601589,6.36550423550732,6.46677263853307,6.46677263853307,6.46677263853307,6.46677263853307,6.46677263853307
728,"SSD","South Sudan",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
724,"ESP","Spain",4.69774450575706,5.24987040129641,4.65333967121029,4.9369859467884,5.34122810382426,4.99453901923427,5.05676766667136,4.61219095702094,5.04326532088143,4.9924165264564,4.88734649993165,4.97240234845459,4.66763363508447,5.2142529959622,5.89163070287138,5.93301514754043,5.24826895964299,5.78662388459149,6.64113301289477,6.13965648854041,4.40495627019884,4.64856886813422,4.68282008430398,4.99200639401529,4.99200639401529,4.99200639401529,4.99200639401529,4.99200639401529
144,"LKA","Sri Lanka",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
275,"PSE","State of Palestine",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
729,"SDN","Sudan",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
740,"SUR","Suriname",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
752,"SWE","Sweden",9.51835390260544,9.99276212965113,10.39438742767,11.1547874936298,9.84399738291182,8.9277406733149,6.9988494261616,7.13274533513302,9.82309808920225,8.04279226583778,10.3505690198858,7.50515934750807,9.50238537625219,9.5795609985572,9.15176388139618,7.3589208498221,6.69676295921728,9.07641325575429,7.34292374326681,8.10931549551012,7.30931300965905,9.92015825125409,6.99409947308962,8.86646068524708,8.86646068524708,8.86646068524708,8.86646068524708,8.86646068524708
756,"CHE","Switzerland",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
760,"SYR","Syria",3.83130177547989,5.41767726732969,5.44372854154385,5.73939468411231,5.52966755801445,5.48541702831272,5.01369910407256,5.99218924006961,5.89896351148643,6.09771181090522,6.57771724087519,5.08290025240932,6.07834401167534,6.77819164912448,6.59807144065434,6.36720176386494,9.56030249160673,9.16116294660829,8.38083266923492,7.43988173551246,7.19903702504142,6.91829576049241,6.61682360648621,6.37637239494241,6.37637239494241,6.37637239494241,6.37637239494241,6.37637239494241
158,"TWN","Taiwan",10.0959014656366,10.9705130333636,11.3733828432116,11.569196709526,12.3178177261423,12.4402349746075,12.5350161492902,12.3443503737949,14.2290134575552,11.92429541371,12.4490725558099,13.836671612454,15.2663171393042,15.2010633895013,14.7659316635794,15.2435623313718,15.3671235228418,14.0670285507306,14.1899733541748,14.4074084489799,14.9991601962426,14.3754252489413,14.5757744935041,14.725195252027,14.725195252027,14.725195252027,14.725195252027,14.725195252027
762,"TJK","Tajikistan",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
834,"TZA","Tanzania",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
764,"THA","Thailand",10.0535455038439,10.394403615474,10.461323599518,10.5970325972838,10.7233832593262,10.9969088183801,10.3392604816542,10.0291189930257,10.1331503339695,9.9857552576257,10.3552133909062,11.0799650513393,10.3161925917521,11.5937538233483,11.1721820068653,11.8777089475628,11.9092444383695,11.7017789594515,11.7014706076153,11.6520226830531,12.0416086686352,11.9994725957319,11.742151738259,10.9461765707483,10.9461765707483,10.9461765707483,10.9461765707483,10.9461765707483
626,"TLS","Timor-Leste",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
768,"TGO","Togo",8.93672129322475,10.3049668510611,11.8562975707546,10.2246045869661,9.38979654138836,9.00849055601344,10.7899218910793,10.0457947306505,10.6164322342921,10.5170059485544,13.5695104475554,14.3945932334363,13.4417573480439,13.5394923166353,13.3256724057715,12.7075303040592,13.7436131835403,10.8148264829317,11.3141024844621,12.1677767870878,12.5735034082872,14.522959879781,11.6243779561692,13.2551831312049,13.2551831312049,13.2551831312049,13.2551831312049,13.2551831312049
776,"TON","Tonga",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
780,"TTO","Trinidad and Tobago",13.5548494642822,16.139428817258,15.5100566449924,16.3816235223533,16.3236997752809,14.9059098763117,16.3573046819499,15.5167431865334,15.9215880740585,16.1803876286334,15.7192337480905,16.1231412861337,16.1336762660597,16.0197938949019,15.9444419408347,15.9562379237052,15.7428252296565,15.7914608438353,15.6400375126436,14.7475167745567,14.0306227634304,13.8257783100233,13.1436866426289,14.1434139280779,14.1434139280779,14.1434139280779,14.1434139280779,14.1434139280779
788,"TUN","Tunisia",7.96021837674408,7.71490583996335,8.17881342491822,8.06970147901028,8.48378455176947,8.67623082937912,9.06007622795958,8.8871320736054,8.6513270239372,9.0820676330336,9.52296795411671,9.85212880098935,10.032489500296,10.9294523658631,10.5685714734339,10.0986894614492,9.91086500360333,9.38897110065984,8.96005248676381,9.50236451514452,9.98998312448376,9.69937387035179,10.0628285839352,10.0673225331917,10.0673225331917,10.0673225331917,10.0673225331917,10.0673225331917
792,"TUR","Turkey",6.50088926265639,6.07356568690616,6.42133857272231,6.32706071159514,6.62848553780303,6.27983983684939,6.20655724169343,6.47453409925839,6.56169487243369,6.65660034678113,8.08303230158259,6.58020415893245,6.28276388606528,6.73687086156926,7.49937258371321,7.5542435593908,8.05601615292439,6.68569567955849,6.98403795919728,8.22147350983263,7.67196909301961,9.03356352094313,8.60899979981205,8.17161841120222,8.17161841120222,8.17161841120222,8.17161841120222,8.17161841120222
795,"TKM","Turkmenistan",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
796,"TCA","Turks and Caicos Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
798,"TUV","Tuvalu",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
800,"UGA","Uganda",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
804,"UKR","Ukraine",7.18427024444212,5.67422229244322,4.89524898063921,4.67659384714813,4.80321012994857,5.01259426268992,4.67702443404812,5.01278654693395,4.91387501025504,4.78893033635514,5.14192668289945,5.13828022043072,5.94932225348896,6.77734573280792,7.13534562221464,7.52364362923404,7.21360308624773,7.47291517015768,7.49630620380691,10.0782891042531,8.8536566339795,7.44379347060847,7.18026912558884,11.3606094417857,11.3606094417857,11.3606094417857,11.3606094417857,11.3606094417857
784,"ARE","United Arab Emirates",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
826,"GBR","United Kingdom",7.51827357235787,7.09077845330049,6.98962907816451,7.42669899105319,7.98657819526566,7.63072882387675,8.63691317766951,8.15961504351998,8.16413501361976,9.18027355538244,9.64725723077045,8.38507024742347,8.38229784129847,8.13095189464143,8.128453210495,7.91045328896973,8.26355572958018,7.98242140289562,7.35676799434121,9.3910669316255,9.1913238883575,9.02769961566605,9.22931117414342,9.22931117414342,9.22931117414342,9.22931117414342,9.22931117414342,9.22931117414342
840,"USA","United States of America",8.11419245395365,7.90684288236433,8.3828493578425,8.63546040063768,9.32774809088859,8.5782932613768,8.47540911815246,8.26841252727451,8.44706032848494,8.08274437442986,8.87431046274851,9.24388341614697,9.38579996944473,8.79356969003584,8.95409539119123,8.92183337368911,9.40417058825952,9.65663270860617,9.8484739562752,10.0377061948912,10.0645619748246,9.70949411855665,9.74426746730204,9.99940858651355,9.99940858651355,9.99940858651355,9.99940858651355,9.99940858651355
858,"URY","Uruguay",1.86056552069935,1.81512749105831,3.11182126488382,2.76957464321737,3.72178714815023,4.15006077385627,3.22607514362686,2.93012895842601,2.60739799701688,2.79893200497446,3.24346923418754,3.92823923795505,2.93974161075458,2.95802220284993,3.37506039941128,3.65465515623976,2.71359476258209,3.26832314219432,3.41781235487259,3.87589262628406,4.16130477788083,4.47231022276988,3.79908222987218,2.87289684338577,2.87289684338577,2.87289684338577,2.87289684338577,2.87289684338577
860,"UZB","Uzbekistan",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
548,"VUT","Vanuatu",67.6641991622014,67.6641991622014,67.6641991622014,67.6641991622014,67.6641991622014,67.6641991622014,67.6641991622014,67.6641991622014,67.6641991622014,67.6641991622014,67.6641991622014,65.6524704752102,63.6407417882195,61.6290131012282,59.6172844142371,57.605555727246,37.7014340985267,40.0352912629979,42.369148427469,29.5454470518048,26.5894124119389,59.3283451543793,34.6071650996118,36.4460399646826,36.4460399646826,36.4460399646826,36.4460399646826,36.4460399646826
862,"VEN","Venezuela",14.6470877700554,15.3689187397351,14.0391467140863,14.306456141107,14.9259455346264,15.2676510940252,16.3885052928933,17.0756185336252,18.5316819981806,19.7015286743572,17.4332027743115,17.0019117859206,19.8004960224617,20.1764997363449,32.8685560364392,44.161736619273,32.2139932150872,33.089253482625,27.7663473370249,25.1833170819001,32.6518644193781,33.0720165026757,32.8499787804899,33.0605145298501,33.0605145298501,33.0605145298501,33.0605145298501,33.0605145298501
704,"VNM","Viet Nam",7.58956534095371,6.82528637499267,6.28870442619312,5.91155079608461,5.59252589885567,5.32985965175469,5.07475060021989,4.80778798117461,4.59723503677527,4.39704583445911,4.23091161112802,3.9886957942673,3.80137161666534,3.61757129057804,3.41380662480672,3.21659648539556,2.96300786397745,2.8243619950788,2.70177741258294,2.54289413614228,2.41276763936358,2.29364975951793,2.13362356965196,2.44569575383616,2.44569575383616,2.44569575383616,2.44569575383616,2.44569575383616
876,"WLF","Wallis and Futuna Islands",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
732,"ESH","Western Sahara",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
887,"YEM","Yemen",8.2378467919025,7.1390993112097,7.06544108900972,6.35039887208742,6.61312946301182,6.05147979228612,6.33304943131058,7.04968235850298,8.92535722501432,9.31728305782671,9.6872964702202,10.1082946556674,9.51239001807537,10.4143583298101,10.1699292986615,8.51673541967436,20.5077583182904,21.6134320225337,21.984398006368,21.8045837929585,22.9202507249905,22.3152104577065,21.6602912638846,21.5954823337857,21.5954823337857,21.5954823337857,21.5954823337857,21.5954823337857
894,"ZMB","Zambia",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
716,"ZWE","Zimbabwe",-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777,-7777
